Gene Name,Control_1,Control_2,Control_3,KO_1,KO_2,KO_3
fliJ,15.39620338,15.29347165,15.37998748,15.06225699,15.18916822,15.06288938
rplP,22.2831969,22.12455174,21.30067207,21.95319043,22.05215276,21.67994393
rpmE,21.66344692,21.24609109,20.82896391,20.78316771,20.84743361,20.03120042
CCNA_03428,20.72217381,20.57994197,19.89279181,20.26625125,20.32761843,20.35143102
ihfA,20.38036382,19.87348617,20.01304455,20.04420199,20.31617103,19.69479315
rpsI,20.89363631,20.71255051,20.03133506,20.58306807,20.68243229,20.27787309
mscL,19.27828156,18.99840863,18.93724162,18.47052384,18.73545686,18.42570765
CCNA_00098,13.78953364,13.37598969,13.77221146,14.03006359,14.16655541,14.16396409
tadA,17.02106672,16.6926155,16.86737528,16.5228267,16.75968017,16.58339133
pstC,17.20619403,17.11156362,16.48453971,16.38074852,16.45137212,16.18775801
CCNA_00020,15.70033134,15.38680556,16.6362281,15.71298368,15.88783938,16.09232357
CCNA_00067,19.11504873,18.98303812,19.69725606,19.18961707,19.41542819,19.42955385
CCNA_00232,13.63220004,13.30263892,13.43658142,12.58742594,12.8087229,12.57293703
CCNA_00613,14.72462043,14.4000789,14.30042406,14.05790713,14.27408691,14.40341153
moaE,14.21954669,14.10934097,15.06166652,14.72291424,15.01445642,14.92170149
CCNA_00352,20.97847865,20.70640833,20.60801653,20.33057556,20.32333629,20.04513573
CCNA_00362,18.93942426,18.88255947,19.01737391,18.99136683,19.31594999,19.28550156
CCNA_00686,17.44459434,17.25211101,17.00030816,16.93133772,16.9772352,16.74596313
CCNA_00385,15.48545199,15.43693922,15.12839716,15.3438103,15.18673329,15.20853921
rpe,19.0386404,19.07438715,19.32190608,18.79379379,18.99727873,19.31442393
CCNA_00743,15.82112622,15.44210116,15.41735809,15.93659193,16.06932389,15.52493955
CCNA_00129,18.03987221,17.68702022,17.74149332,17.37958143,17.36930766,16.84989374
pulE,17.445807,17.08067182,17.81528322,17.32333629,17.44362349,15.99841414
CCNA_00923,17.13270054,16.74806178,16.94615239,17.00820975,17.13570929,17.18146288
CCNA_00022,17.07483136,16.97421291,16.89296964,16.71397713,17.16103344,16.82711937
CCNA_00353,14.3713002,14.06187743,12.812418,14.4687513,14.53278205,13.87690059
CCNA_00157,18.39330666,18.40781544,19.10433768,18.77123798,19.02420902,19.06009954
CCNA_00169,12.84062059,12.62582298,12.7274738,12.44914865,12.7095362,12.17180229
CCNA_01045,17.14130889,17.06023151,17.20781509,17.25146392,17.31513187,17.48235106
CCNA_00189,20.05258397,19.79596671,19.77916467,19.43595506,19.57450114,19.85250208
CCNA_00194,16.71706053,16.29945846,16.96893673,15.92837958,16.3007994,16.13867178
CCNA_00453,14.15196787,14.16859378,14.74078213,14.20296556,14.39385966,14.29361534
hprK,14.84166262,14.51304901,14.18053081,15.05913318,14.98174565,14.76274537
msrA,14.08663385,13.53612577,13.32164629,14.10549934,14.59473281,14.3250946
CCNA_00344,14.98379525,14.70071063,15.41854443,14.99651762,15.16828037,15.33357468
CCNA_01133,16.93882149,16.10983065,16.4128179,16.32374089,16.32389918,15.96979121
CCNA_01167,13.69043456,13.66322452,13.54363604,13.21085395,13.30506422,13.40327838
CCNA_00867,16.80044494,16.79144273,17.20886304,17.09589146,17.24432667,17.29347165
iatP,16.3326485,15.88249977,15.41194124,14.91012739,15.09358262,14.29584067
CCNA_00428,17.17064883,16.69029814,16.66205637,16.63452747,16.90277549,16.98715296
CCNA_01192,14.26788395,14.28446266,14.96339284,14.77386037,14.90815803,14.769218
CCNA_00087,17.26956503,17.06392167,15.67733425,16.46532725,16.33367949,16.22628047
CCNA_00477,14.52074144,13.91858376,14.5557874,14.29102677,14.63668126,14.01741741
CCNA_00482,12.2780138,12.29168873,12.55995061,12.87672796,12.97303362,12.88214627
CCNA_00120,10.94001989,11.08958289,11.72928085,13.00235795,13.60894781,13.39660478
CCNA_00676,16.5784464,16.06482695,16.26561505,16.30700509,16.36326212,16.18208393
CCNA_01228,14.77966806,14.53915881,15.22784153,14.96479209,15.02249786,15.08646799
CCNA_00693,16.22441627,15.33116188,15.9250444,15.57500736,15.59178529,14.64936846
CCNA_01249,13.85321207,13.84372481,13.69794493,13.58472767,13.82137539,13.69653291
CCNA_00144,14.73592617,14.1491914,14.41481734,14.75936809,15.11105414,15.37310304
CCNA_00561,17.35835931,17.1524433,18.00519689,17.29938691,17.28744185,17.58805579
CCNA_00734,13.40620501,13.0404096,12.01468306,12.83075286,13.36481862,12.87743752
CCNA_00180,14.3548692,14.09794981,13.63764375,14.20907254,14.19398729,13.77889848
CCNA_00600,13.02837231,11.88443766,11.83557675,12.24647341,12.02125762,10.78635132
CCNA_00988,14.94854975,14.79639456,15.21530548,15.1212502,14.9987667,14.85287083
CCNA_00626,12.62067804,12.62967536,12.3582391,12.22725492,12.39858338,11.80767692
CCNA_01009,15.68315912,15.76056403,16.43086087,16.66982624,16.80107679,16.47536929
CCNA_01406,14.62816071,14.73349204,14.31621081,14.13691103,14.30855235,14.3496959
CCNA_00741,18.91765179,18.78145577,19.54219305,19.07910973,19.22012794,19.38717592
CCNA_00339,17.04654853,16.81803287,16.74109826,17.30679154,17.37424141,17.08514046
CCNA_00915,16.68496773,16.56673787,17.38978256,16.94706614,17.24785336,17.17679648
CCNA_00925,15.94313291,15.55005533,14.39432871,15.51736182,15.73386272,15.12112875
CCNA_00945,15.72704296,15.59633537,16.28498672,15.58742594,15.77874451,15.691689
parE1,12.57556288,12.21048871,13.22173815,13.23804641,13.315008,13.02236781
CCNA_01224,15.09687984,14.61505484,13.17102038,14.65910396,14.45551988,14.36837004
mopJ,13.38424412,12.63949899,12.45735523,13.26766454,13.56688649,13.57518467
CCNA_01022,12.79199716,12.58352943,12.55396521,13.02451638,13.40793159,13.04620318
CCNA_00990,14.07522843,14.01445642,14.40480895,14.77884716,14.85038221,14.58584278
flgC,13.95155793,13.62079257,14.28576343,13.07731645,13.09219554,13.22240248
CCNA_00572,14.2180334,14.15085792,13.07836766,13.30492167,13.33147682,13.58554942
CCNA_01147,15.50798041,15.1782369,15.91150902,15.68515941,15.90225733,15.74033417
CCNA_01464,18.26425932,18.14170803,18.44159876,17.15174991,17.18514644,17.14778128
CCNA_00685,13.42074976,13.12743015,13.09892033,13.37978447,13.75874372,13.98254801
CCNA_01338,12.89775094,13.82356627,13.6303809,13.682007,13.80483687,15.37041497
CCNA_01902,18.36106135,18.01099788,18.23383497,18.2804355,18.62206612,17.92236373
CCNA_00822,15.64137442,15.50140182,15.44491782,15.75910797,15.97622847,15.41923602
CCNA_01974,16.65368481,16.40204609,17.14449893,16.70630714,17.02019867,16.91122812
CCNA_00887,17.0653951,16.87471725,17.30331699,16.38157675,16.45619396,16.5023035
CCNA_01534,19.41268148,19.30587917,18.81974875,18.6391287,18.90738949,18.65091851
flgL,13.97262086,13.63060842,14.23840474,14.00044021,14.11227659,13.66655689
CCNA_01778,12.78244542,12.72005183,11.2570342,11.98502361,12.40803778,11.85307559
CCNA_00958,13.90096112,13.97933587,13.4311058,14.15955603,14.4324114,14.40201277
CCNA_01592,19.13074148,19.12386375,19.09331439,18.53267553,18.86794833,19.36935026
CCNA_00991,18.74698005,18.62213764,19.18971358,18.55715702,18.73443179,18.83833605
CCNA_01607,15.92847211,15.77501864,15.16380689,15.58505055,15.42888355,15.16620232
CCNA_01553,14.36036702,13.56973696,13.16086411,14.00720251,14.18897512,13.71821177
CCNA_02181,12.65120869,12.58676943,11.70481146,13.74062404,13.98797452,14.33797027
CCNA_01928,15.55593715,15.60162572,16.37215088,15.54439096,15.78327964,16.00753104
CCNA_01717,17.11156362,16.49354276,16.43077921,16.1959873,16.28158597,16.15357182
CCNA_01125,16.17761419,15.90015925,16.54680405,16.41847855,16.79131554,16.66691744
CCNA_01149,15.85304146,15.29404631,15.62915737,15.3944292,15.4918844,14.84950284
CCNA_01708,17.31787186,17.05176123,17.49763357,17.55644618,17.81102341,17.52466414
CCNA_01713,12.34787047,12.21641242,11.35870614,12.61797246,12.38750579,11.95557726
shpA,17.10431209,16.68660995,17.63332165,17.04377493,17.13570929,17.02431725
CCNA_01784,14.49766475,14.26744509,13.82376528,14.31132259,14.3553511,14.19044202
CCNA_01810,13.7186399,12.93221475,13.02044178,13.08998006,13.72099235,13.62821768
CCNA_01201,15.63447075,15.75371296,16.28717127,14.722434,14.77787172,14.96420547
cerR,16.42863824,16.32976131,16.32844703,15.97333862,16.2534782,16.29528466
CCNA_02096,19.32617051,19.23179775,19.18022484,19.06278927,19.37839647,19.09013827
CCNA_01286,14.55230886,14.40527445,15.10287789,14.66650142,14.93778759,15.18122992
CCNA_01340,16.38986657,16.02375435,15.30206767,16.06732931,16.23558422,16.06957564
CCNA_01939,17.11614086,16.94968995,17.64463087,17.1744576,17.50323567,17.27794117
CCNA_02484,14.32347703,14.37252502,14.05519769,13.65463603,13.75582645,13.0968963
qoxA,15.18534005,15.08439319,14.5943246,14.20808191,14.32284358,13.78012962
divK,17.27448736,17.24321118,17.89071552,17.33864934,17.56539963,17.84842733
CCNA_02311,14.30997365,14.24814995,15.05205853,14.6235386,14.79852243,14.9612688
CCNA_01967,13.25023919,13.33594857,12.99307991,13.60964047,13.52930853,13.80685166
CCNA_02618,13.20579325,13.0370321,12.5436602,13.39030333,13.76497523,13.22202506
staR,14.86665109,14.49204094,14.25369978,13.9199806,14.40726776,14.30570553
CCNA_02659,17.62135078,17.3124753,18.28202055,17.43347134,17.69043456,17.61604623
CCNA_02025,16.94797931,16.73237945,16.78889672,16.10390246,16.04874229,15.90456407
CCNA_02680,17.34750026,17.19094351,16.64582728,17.00393509,17.22919434,16.95435537
CCNA_02395,19.55547288,19.42769341,20.43389917,20.00278206,20.22905349,20.34169255
CCNA_02690,16.11956936,16.14288485,15.80685166,15.495574,15.62485256,15.64844185
CCNA_02700,15.12771227,14.98361713,15.04007563,14.71016069,15.0786095,15.11731843
hfaB,12.10410729,11.99911918,12.00299077,12.17536242,12.15161912,12.17427033
CCNA_02465,17.03724665,16.92369888,17.12232248,16.91368417,17.26974764,16.89971094
CCNA_02789,14.84338131,14.52772134,14.4515975,15.37809161,16.00070427,16.23464906
CCNA_02811,14.07956812,13.80352574,12.88298687,13.83091128,14.06027373,13.44320258
apaG,16.16441594,15.80105152,15.99832598,15.89292222,16.0434332,15.77105094
CCNA_02241,14.71698018,14.76113565,15.78851443,15.24944682,15.36509212,14.97499707
CCNA_02898,13.66954946,13.60211889,13.78871833,13.9690267,14.26451591,13.95374176
CCNA_01765,17.74629124,17.55202361,17.76551921,17.64286964,17.76253776,17.42808205
CCNA_02288,15.02410078,14.95242276,15.62296694,15.26971112,15.5336035,15.55443896
CCNA_02676,18.20819625,18.07613709,17.8236409,17.62806101,17.63806818,17.54834029
CCNA_02427,14.73518578,14.63305198,14.07906805,13.90829879,14.04575966,14.08530647
CCNA_01857,16.25068702,16.10731926,16.27517878,16.13971122,16.37099384,16.29838482
CCNA_02708,16.95424176,16.75316451,17.02258455,16.62027711,16.92590209,16.51780777
CCNA_02728,16.42408426,16.44268437,16.07485226,15.99360184,15.98553067,17.23238345
CCNA_03068,14.24518129,13.91036166,14.656369,14.83915457,14.77210834,15.17320865
CCNA_02451,15.68729366,15.26974764,15.2590444,15.41956523,15.55068667,15.16757495
CCNA_01931,15.8569361,15.6444478,15.80375275,15.70582135,15.96230862,15.75180554
CCNA_03083,13.05107296,12.75641038,12.16512683,12.90252586,12.93426216,12.37256583
CCNA_01980,14.81908136,14.77971936,15.6295843,15.16321724,15.46830584,15.52405192
CCNA_02049,15.4523056,15.43593065,15.56447701,15.09634455,15.10889194,15.07003706
ftsL,13.95437809,13.50084188,14.0998409,12.96895473,12.94878698,13.19789241
CCNA_02954,14.43911663,14.19829156,13.45417075,14.22430321,14.45063134,14.08406094
CCNA_02971,16.08586661,15.97118427,15.85472231,15.50040622,15.75358239,15.43797959
CCNA_02710,16.84094999,16.46314117,16.36850646,16.46122363,16.5395072,15.74001788
CCNA_02745,13.9242558,14.04114577,14.32051852,13.58273004,14.56319627,13.74546425
CCNA_03348,14.71145189,14.43175875,14.25074253,14.75634783,15.16152558,14.75243292
CCNA_02170,12.97695786,13.05027381,13.09668222,13.18307705,13.84999144,14.64818903
CCNA_03107,19.27104805,18.49298758,19.36061136,19.05229209,19.33664602,18.92593106
CCNA_02781,14.712527,14.44727698,14.45834253,15.15454125,15.64298242,15.36245756
CCNA_03387,15.21712467,15.0500612,15.36498957,15.25657728,15.37656633,15.28283505
CCNA_03175,12.41452669,12.78350986,13.20821911,13.14363831,12.93772323,13.32572707
CCNA_02855,15.3123512,15.32009538,15.60200286,14.13939147,14.28554671,14.42436315
ftsE,12.61996774,12.38914731,10.84768379,12.64514052,12.87925776,12.34928123
ubiA,15.24907641,14.74294095,13.38491863,14.97001599,14.99448603,14.36604895
CCNA_02945,12.68029359,12.61934881,12.35974956,12.81277897,12.86602317,12.05307739
CCNA_03539,13.81868203,13.96704609,13.66255712,13.42272182,13.92592526,14.83885922
CCNA_02348,14.51224664,14.21105175,15.08144183,14.30435132,14.35452489,14.43234615
CCNA_03565,17.3943957,17.23640666,17.59331817,17.05716678,17.16054114,16.96589699
CCNA_02951,14.26912668,14.47148471,14.81097322,14.45757326,14.6891244,14.66366928
CCNA_02403,15.21678374,14.89713641,14.03109809,14.67793982,14.803223,14.42606815
CCNA_03326,18.35311236,18.14095955,18.3444693,17.70630714,17.88827949,17.5448739
CCNA_02429,14.66483613,14.81067204,15.29784769,15.19194597,15.49019279,15.61718046
CCNA_03011,14.45269169,14.41890673,14.44495016,14.8957646,15.0466551,14.86089298
CCNA_03060,19.89299928,19.17535949,19.72505665,19.74058781,19.79842117,18.77738375
CCNA_03131,15.05490103,14.34387969,13.59035313,14.57506646,14.62473835,14.24688902
mrrA,19.32915251,19.18388733,19.90318753,19.28836595,19.5155882,19.63231011
CCNA_03515,20.6043107,19.94406573,20.17121101,19.6391817,19.80524005,18.94732303
CCNA_03540,16.17219308,15.59738335,14.26121345,15.5980525,15.86800261,15.64709298
CCNA_02589,15.47192919,14.89571727,16.08920218,15.43055056,15.36789248,15.78983927
CCNA_02611,15.56221261,16.0612868,15.38815186,15.61160121,15.57902124,17.42291888
CCNA_03192,13.76538971,14.98370619,13.97692207,14.74136165,14.8343229,15.98677533
CCNA_03234,13.09811435,12.87780175,14.00237553,13.9895719,13.78463485,13.75936809
glnA3,16.50680344,16.07322108,14.86795436,16.75355628,17.05896413,16.49928534
CCNA_03214,19.51250515,19.35477022,19.00571774,19.02648022,19.13908665,18.74553647
CCNA_03624,16.75028827,16.44431933,16.30045981,16.55206865,16.85829674,16.4808533
cleE,14.48752604,14.37524311,14.29935114,13.96623506,14.18495281,14.24250426
CCNA_02726,16.1157549,16.25753517,16.77429805,16.72653749,17.08524422,17.22430321
CCNA_03389,12.43063549,12.19887472,11.38246192,12.33541827,11.78226112,11.74668226
CCNA_02758,16.91356731,16.64202348,16.83725834,16.89971094,17.11735901,16.714648
CCNA_03763,14.39727353,14.08737996,14.28091573,14.24153633,14.3422136,14.19059634
CCNA_03453,15.64405342,15.08289748,14.6313476,15.39295463,15.74133531,15.5158846
CCNA_03489,13.96244419,14.38727691,14.64278504,15.47544846,15.65553072,15.80345006
CCNA_03466,16.38702442,16.17630953,16.78199997,16.22690134,16.32240351,16.31057728
doc,14.23062093,14.30113891,15.17924822,14.76751204,15.29318423,14.95977559
CCNA_02897,12.88529599,12.74495994,13.38410918,13.97575842,14.034713,14.08356243
CCNA_03480,15.08563843,14.66749967,15.47589172,15.02154392,15.03505681,14.8625405
fzeB,15.82860758,15.08783573,15.76575228,14.97253112,15.53001,15.80392929
phyK,14.04046097,16.18392609,14.35638319,14.69685889,14.66694517,18.42316516
CCNA_02969,14.42140741,14.16294199,14.5546488,14.61424973,14.84514698,14.95905105
CCNA_03666,18.26095628,17.8730956,18.1280749,17.96008114,18.48640297,18.31344994
CCNA_03671,11.94390668,10.8433715,11.41637532,11.79417215,11.72626074,11.92844435
CCNA_03639,18.92925841,18.86072328,19.40657042,18.63958801,18.78915152,18.85394912
CCNA_03141,17.05991477,17.10257038,17.1834997,17.14778128,17.17582241,17.61748181
yciB,18.24928941,17.88022922,17.666224,17.78257596,17.95928883,17.67321244
CCNA_03193,13.57483002,13.59607325,14.14831769,14.25790342,14.45307768,14.57825474
CCNA_03849,19.49462905,19.50152623,19.87948154,19.28847861,19.60179255,19.60172002
CCNA_03765,15.41250369,15.3818133,15.77313921,15.41223904,15.41025258,15.63888838
CCNA_03863,14.08671677,13.59735425,14.00439605,14.62599416,14.8255551,14.50183718
CCNA_03259,16.41607178,16.39248514,17.09124942,16.50183718,16.68167766,16.96578428
secE,19.01036966,18.92752336,18.21100421,16.53905276,16.78097542,16.44969678
rpsU,18.56666356,18.69465715,18.36311665,18.9793582,18.99667208,18.79284112
CCNA_03417,13.35851385,13.65093954,13.99612036,13.74945047,14.10016953,14.08347933
coxC,20.55065286,20.39267798,19.37596,19.86895816,19.87314068,19.83967436
CCNA_03585,16.3955174,16.19340985,16.7493719,16.25521303,16.60725806,16.40821363
CCNA_03673,19.31451244,19.14273032,18.41464395,18.68304943,18.75447,18.47729976
CCNA_03887,15.37687151,15.07225824,14.43840202,14.53174696,14.4311058,14.08115052
CCNA_03885,15.85150506,15.61404838,15.19433365,15.59723785,15.66514158,15.48849919
CCNA_03906,16.20575507,15.2063276,15.86283105,14.82793808,14.92907344,14.92833331
CCNA_03966,12.21510826,12.30808301,12.66426949,16.90724277,17.11278564,16.9271761
CCNA_03957,16.01889562,15.88068361,16.81515811,16.21799555,16.28522158,16.56139237
hrcA,12.80136482,10.96484623,#NUM!,12.54662923,12.79437525,11.31288296
glsA,14.03273453,13.86137774,13.34775976,14.07095948,14.22264399,14.00562455
panD,16.97768241,16.88070752,17.7777048,17.58211257,17.80599572,16.71478213
rpmA,21.51888555,21.28472245,20.62569101,21.08925908,21.27696494,20.57348447
ccrMIM,15.33088187,15.15979252,13.75039296,14.61327149,14.79897799,14.7903485
CCNA_00495,15.49950336,14.83180205,14.76538971,14.85720347,15.16569215,14.96434087
mraY,16.79993927,17.02971859,15.84176089,16.61295486,17.14599183,17.33105688
sfsA,15.69924709,15.38309674,15.77925767,15.52900344,15.75686901,15.44258718
trhO,16.0667199,15.99269498,16.37390169,15.62107886,15.73481545,15.92562398
rpmC,22.95859873,22.61420928,22.21501628,22.30075584,22.37851289,21.97235582
gcvH,21.3532093,21.27457835,21.93765112,21.3327075,21.50275995,21.6493053
uppP,16.67010296,16.21791984,15.24681481,16.21858216,16.34682534,15.7029843
CCNA_00019,12.43196763,11.60288441,12.16666524,12.63342667,12.40755989,11.81004941
CCNA_00126,17.40839609,16.90383478,16.93870665,16.70482226,16.74372996,15.88676827
CCNA_00134,19.86369023,19.61622575,19.41893143,19.2958048,19.51970151,19.07472685
CCNA_00171,13.63072216,13.2973462,13.52979655,13.46505617,13.54206454,12.13859179
CCNA_00191,15.70703552,14.91578603,15.6012775,15.82806209,15.88707779,15.49085088
CCNA_00414,14.75389573,14.27452376,15.07877626,14.78330522,14.90923682,15.06903012
CCNA_00056,14.73481545,14.85885521,15.40374437,14.98499692,15.17434056,15.22173815
CCNA_00105,16.59315766,16.42610092,15.76795165,15.98793013,15.9506698,15.94660934
CCNA_00122,16.77262387,16.43887305,16.60741701,16.39969516,16.62741989,16.43472595
CCNA_00484,13.92128309,13.6794801,13.48343793,13.46403515,13.58918297,13.34665223
CCNA_00503,18.19734149,18.06012593,17.98565296,17.90777088,18.13003758,17.79233277
CCNA_00508,12.41145802,12.14675958,12.82928669,11.37759014,11.98758379,11.56995052
CCNA_00563,13.70433597,13.62067804,12.35201583,13.43032187,12.95454167,13.28224866
CCNA_00608,12.77204647,12.12999131,12.71951717,11.62360719,11.67216012,11.93483344
cheBII,16.7280002,16.40386085,16.43090986,16.13957134,16.49061588,16.21992477
CCNA_00300,13.08140022,12.8766896,14.07481046,13.64227738,13.42979901,13.64295422
CCNA_00336,13.26813258,13.02607383,13.375311,13.45481335,13.4419067,13.59479112
CCNA_00718,17.19882869,17.02734449,16.94980392,16.62556616,16.5712638,16.39750752
CCNA_00156,14.3246728,13.75988818,14.14990586,13.84529402,14.24622102,13.92072502
mnmC,12.6489642,12.59677212,12.3547728,11.95132115,12.26909745,12.09892033
CCNA_00168,19.37723172,19.32344625,19.78693642,18.24349013,18.38439591,17.81271631
CCNA_00812,13.26438395,13.3472061,13.68507727,13.62525222,13.5049431,13.8752694
relB-1,13.91335694,13.66977089,14.35878854,14.07296997,14.21127995,14.57648435
CCNA_00244,12.91578603,12.73927431,13.48947169,14.08547246,14.45635442,12.86853322
CCNA_00877,12.28473736,12.7809908,10.77659753,12.14555009,12.05592635,13.06337823
CCNA_00509,14.38289417,14.42305024,14.38417665,13.2729942,13.16221822,13.32037749
CCNA_00888,16.27855835,16.34642716,16.10646071,17.00140819,17.03713938,17.31380419
CCNA_00959,10.60575729,9.632540877,9.596916512,10.28262513,10.92109709,11.32569897
moaD,14.17897601,14.20074538,15.0861777,14.79141729,14.98348354,15.05227085
CCNA_00603,13.28069829,12.45278176,11.56104923,12.45789384,12.67710297,12.41782615
CCNA_00386,17.22081285,16.82002934,16.40314521,16.17232984,16.4196146,16.11630334
CCNA_00987,19.2209073,18.81240296,18.64494766,18.91951513,18.8251327,18.72270749
vapC,13.87229011,13.73534447,14.09539702,13.64891927,14.12694641,14.16443559
cdzB,14.01323543,13.58214198,11.81546335,12.7757543,12.85547198,11.62899226
CCNA_01075,17.95594499,17.45450815,17.55913806,16.8522125,16.8877442,16.66024665
CCNA_00481,15.22870598,14.7232343,14.98071975,14.77416934,15.20315679,14.94063477
CCNA_00765,19.05706098,18.62320993,18.37911603,18.10804454,18.13931152,17.74989561
CCNA_01099,13.64992976,13.72483356,12.87910457,13.17000327,13.31910758,13.52331691
CCNA_00776,11.1841935,10.99456558,11.49235395,11.71694804,11.90820495,10.99385831
cpdR,18.88682185,18.81537704,19.38025812,18.89539777,18.93692544,19.14765709
CCNA_00333,11.16835873,10.73614821,9.898087397,11.24893562,10.65400941,11.0265926
fljO,14.54864132,14.55614677,15.00435216,14.67986491,14.82962365,14.52790457
CCNA_00604,13.99355761,13.40978868,11.67829203,13.02914916,13.3459596,12.93731864
CCNA_00635,10.00464183,10.1210154,10.033423,9.844109421,#NUM!,9.628427313
CCNA_00467,17.37721053,17.19036485,16.33172173,16.8505043,16.86362974,16.46943514
CCNA_00671,15.21920634,14.49828827,12.60151546,14.84901407,14.93096828,14.71365501
CCNA_00125,15.76461246,15.31914287,15.03998998,15.11670946,15.20411259,14.48438237
CCNA_01244,13.97324892,13.67639789,14.46064787,14.10999385,14.24807581,13.88264305
CCNA_00149,17.25183372,16.95060146,17.24041869,17.13440626,17.10502865,16.55290921
rpsN,21.87601476,21.47407427,20.91064273,21.05371115,21.13226124,20.94977543
CCNA_01361,13.9850414,13.66722245,13.8793918,14.1402706,13.82883068,14.22030274
CCNA_00689,11.12211618,13.41745699,11.00555438,11.7897374,13.255604,16.50550145
CCNA_01398,14.16577065,14.31302472,14.30826792,14.02401418,13.66810937,13.7807448
parD2,14.80342483,14.35238833,15.43576791,14.7160692,14.91667257,14.86906363
cydB,11.77153074,11.89277047,11.41927553,11.76772927,12.0079383,12.06272077
CCNA_00910,13.24587947,12.58011721,12.93952412,11.93147623,12.15744168,11.98195965
CCNA_01168,20.22081285,20.14021068,20.12842737,19.95645557,20.11971626,20.05112395
CCNA_00375,16.69873179,16.49183744,16.33348733,14.12282799,14.22407706,14.27292133
CCNA_01208,14.24859472,13.86853322,14.38902628,13.6549716,14.10517192,14.25037245
CCNA_00984,16.20422724,16.20747196,16.95469615,16.52839306,16.69029814,17.02193425
CCNA_01250,14.0319596,14.08953324,13.72557928,13.6898888,13.86476651,13.480664
CCNA_01266,13.89102419,14.18967015,15.00114426,14.51969767,14.61004437,14.72834571
CCNA_00521,16.8857202,16.55455888,16.60265537,16.55272913,16.6135305,16.57729605
CCNA_00551,14.00404486,13.19347916,13.34096276,13.64891927,13.87123146,13.91830423
CCNA_01088,15.60316268,15.56450678,15.16835873,15.48670935,15.42695265,14.98281537
CCNA_01053,12.15190447,12.06261959,12.78240447,12.95983897,13.13227479,12.99814966
CCNA_01705,14.37211686,14.17180229,14.67650808,13.73460378,13.70929925,13.16583345
CCNA_01383,11.71874691,11.42327352,12.23457796,11.87724578,12.38121847,11.90067816
CCNA_01715,11.50128985,11.22400167,10.75238065,11.74374047,12.34037867,11.83035675
CCNA_01399,17.69390888,17.94025624,17.00129823,17.19161832,17.39882718,17.96623506
CCNA_00595,14.36125844,13.95164899,13.85252951,13.75520055,13.97835296,13.69675024
CCNA_01119,14.62878726,14.39954497,14.14990586,14.79411121,15.21477445,15.34481602
CCNA_01485,15.60388709,15.42852375,15.73840898,14.97946985,15.07485226,15.1524433
fljK,17.4480679,16.93041395,17.6657384,17.13741146,17.30759217,17.37670197
CCNA_01858,13.77200522,13.45095346,14.10304187,13.57613001,13.50717522,12.95795449
CCNA_01231,13.97933587,13.62136509,13.51212316,13.32839444,13.65452415,13.45981581
CCNA_01374,10.7619667,10.60890163,9.454957251,10.48954695,11.02479338,10.69879147
CCNA_00779,11.87167426,11.44216597,12.06322653,11.27583351,11.15753642,11.51441819
CCNA_01295,17.18175403,17.08555545,16.38360305,16.35945789,16.5454321,16.38702442
CCNA_01601,15.10345174,15.30631095,15.79220566,16.02264956,16.09007106,15.87517339
CCNA_01408,13.23643282,12.78737206,13.82565447,13.33469229,13.26194798,13.50742302
fljM,23.36586319,23.27398109,23.60952776,23.17407962,23.46961002,23.35890656
CCNA_01452,13.34124082,12.67165163,12.9532143,12.6242243,13.01334012,12.88164933
nuoH,17.70353864,17.50958946,17.03477747,16.97712337,16.96115574,16.90782954
CCNA_01690,13.27448008,13.24576066,12.63363101,12.63363101,12.37723765,12.76710852
CCNA_01434,11.19204618,10.42101286,10.298979,10.96383533,10.61157815,10.92340177
parD1,14.6209071,15.01345354,15.25672469,14.65458009,14.99192037,15.07234199
CCNA_01767,11.57766485,11.74605238,12.36079223,12.05785638,12.43577442,11.30833903
flgF,10.86681527,9.618367147,11.35963976,9.621081152,11.06904691,10.52816105
CCNA_01870,13.37571825,12.97143578,12.9216922,13.13114958,12.89155589,12.40870125
CCNA_01587,11.95877019,11.58646453,11.55031391,11.95637616,11.90169657,11.84022717
CCNA_01903,12.44586841,12.84965921,13.05729795,12.85387483,12.86468914,12.43707581
CCNA_01049,12.97044747,12.27833329,12.89551848,12.22620143,12.58512686,12.27975566
CCNA_01079,14.00877875,12.90371242,13.19732422,13.22502664,13.01551959,12.35532356
CCNA_01697,19.60278947,19.32974379,19.44429102,18.99476775,18.9574195,18.68370057
CCNA_01729,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
CCNA_01115,14.80710331,14.81443226,13.90557504,14.47586007,14.64920003,14.69462994
CCNA_02290,15.06726628,15.80508887,14.1857272,17.22571582,17.42996242,18.46235848
CCNA_01703,15.89723097,15.62978349,15.51258616,15.19348686,15.23384433,15.24629525
nuoL,13.53381639,13.4026124,13.16385405,13.19861386,13.23701572,13.7111292
CCNA_01161,15.48520038,15.54806931,13.12465447,14.76932132,15.01122726,14.76103174
CCNA_02381,12.10679192,11.86808945,11.54225805,11.05772102,11.40476904,13.02932174
qoxB,10.70295184,9.518849829,10.03782147,10.88881934,10.14134082,10.6866756
CCNA_01769,13.39352453,13.39043769,13.18662497,12.56935722,12.58129475,12.66093182
CCNA_01790,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,10.95281404
nuoJ,14.64346165,14.20815814,14.5918145,14.62992575,14.80004042,14.84705735
