Gene Name,HNOX_1,HNOX_2,HNOX_3,WT_1,WT_2,WT_3,WT_Mean,HNOX_Mean,Log2_FC,P_Value,MinusLog10_P
rplQ,268310000.0,272310000.0,311470000.0,337130000.0,312480000.0,373930000.0,341180000.0,284030000.0,-0.2644897591866535,0.06433854870541995,1.1915287397712644
Pden_4065,12192000.0,8869400.0,8906800.0,11306000.0,14976000.0,16873000.0,14385000.0,9989400.0,-0.5260952888998297,0.08954249456347665,1.0479708107783314
Pden_0510,3188600.0,2507000.0,2533800.0,0.0,0.0,0.0,0.0,2743133.3333333335,,0.00025030988747548263,3.6015219950133073
Pden_1901,0.0,9610100.0,0.0,13751000.0,10672000.0,9114100.0,11179033.333333334,3203366.6666666665,-1.8031345939663035,0.08374811172873893,1.0770249762318214
Pden_4027,9144200.0,6874000.0,7302300.0,5609000.0,5286400.0,5863600.0,5586333.333333333,7773500.0,0.47666265396351576,0.03787888247691782,1.4216028422682154
prfA,11633000.0,9696000.0,9596200.0,8704300.0,8347800.0,7733700.0,8261933.333333333,10308400.0,0.31926910068289854,0.04694220886785963,1.3284364785092113
rpsF,159100000.0,164320000.0,143030000.0,172030000.0,223420000.0,204010000.0,199820000.0,155483333.33333334,-0.36194104744586136,0.052933875473157144,1.2762663086349795
Pden_3082,4948200.0,4804500.0,3808800.0,6013300.0,5770500.0,5501900.0,5761900.0,4520500.0,-0.35006226821177544,0.03278986767237571,1.4842603359769597
Pden_4479,86804000.0,75786000.0,70336000.0,65438000.0,63683000.0,62459000.0,63860000.0,77642000.0,0.2819247283702407,0.04875591532372175,1.3119726858812824
Pden_4760,41009000.0,47569000.0,47158000.0,49954000.0,51424000.0,54181000.0,51853000.0,45245333.333333336,-0.19665846152381025,0.05468166057339781,1.262158305243334
nosZ,42697000.0,37105000.0,35978000.0,26549000.0,25062000.0,25237000.0,25616000.0,38593333.333333336,0.591306442878828,0.0036689605528119323,2.4354569575785305
Pden_2663,5720600.0,7378100.0,7751100.0,9894700.0,8215800.0,8982500.0,9031000.0,6949933.333333333,-0.37788660678459496,0.05802815128576461,1.2363612653682707
Pden_2472,8421100.0,10742000.0,9861700.0,11825000.0,15475000.0,14866000.0,14055333.333333334,9674933.333333334,-0.5387940434922253,0.02915096500174208,1.53534706395832
rplD,189330000.0,174940000.0,170320000.0,210770000.0,182540000.0,208890000.0,200733333.33333334,178196666.66666666,-0.17180985717322453,0.10433563901515047,0.9815673197244033
rplN,174390000.0,198760000.0,210250000.0,198090000.0,244790000.0,240670000.0,227850000.0,194466666.66666666,-0.2285614850462183,0.14204652097124718,0.8475693986287784
Pden_3633,55129000.0,58219000.0,65677000.0,58316000.0,48363000.0,47425000.0,51368000.0,59675000.0,0.2162567574927659,0.15085265490435154,0.8214470421335821
Pden_1982,4427900.0,5002000.0,5287600.0,5921100.0,6520600.0,6660500.0,6367400.0,4905833.333333333,-0.3762061753387536,0.012607985731392428,1.899354291350478
rplT,193240000.0,203230000.0,182950000.0,216280000.0,219800000.0,231940000.0,222673333.33333334,193140000.0,-0.20528181314447783,0.01725504235828725,1.763083970249757
lpxA,0.0,3023800.0,0.0,3554600.0,3164100.0,3296300.0,3338333.3333333335,1007933.3333333334,-1.7277277959731219,0.08319138861396265,1.0799216264856433
Pden_0814,76453000.0,65637000.0,66254000.0,64649000.0,55127000.0,59723000.0,59833000.0,69448000.0,0.21499174642109678,0.09714409915143883,1.0125835747224656
potA,14114000.0,14255000.0,11859000.0,15540000.0,14759000.0,16029000.0,15442666.666666666,13409333.333333334,-0.2036843881081684,0.07725799885253612,1.1120565452017674
metG,23043000.0,25702000.0,24265000.0,22448000.0,22499000.0,22322000.0,22423000.0,24336666.666666668,0.11815226824169182,0.06787815779217525,1.1682699529122509
rlmN,7440800.0,6101600.0,6328700.0,5403200.0,5119800.0,5927800.0,5483600.0,6623700.0,0.27251399402659127,0.07502859826651896,1.1247731672483896
Pden_1280,3240900.0,2945400.0,2911500.0,2798900.0,2686500.0,2794400.0,2759933.3333333335,3032600.0,0.1359218001299999,0.06974590539443026,1.1564812836357583
Pden_4144,18386000.0,18607000.0,17637000.0,18695000.0,20667000.0,20627000.0,19996333.333333332,18210000.0,-0.13500455934616368,0.06660843572254693,1.1764707654880624
Pden_4047,9754000.0,22087000.0,25460000.0,30720000.0,35694000.0,31455000.0,32623000.0,19100333.333333332,-0.7722916419310217,0.05441208609367647,1.264304623448899
Pden_1868,4819700.0,4024500.0,4065300.0,4006800.0,3831600.0,3355400.0,3731266.6666666665,4303166.666666667,0.20573324806885757,0.1519167604991307,0.8183943091475003
Pden_2515,7668100.0,6242700.0,6166700.0,5478900.0,5024500.0,4211100.0,4904833.333333333,6692500.0,0.4483411194926253,0.043436536028412194,1.362144816101764
Pden_0037,0.0,0.0,2192600.0,2775500.0,2047500.0,2900300.0,2574433.3333333335,730866.6666666666,-1.8165747692511862,0.07678607252202091,1.1147175452725342
Pden_4414,91611000.0,118160000.0,107230000.0,87054000.0,85137000.0,90924000.0,87705000.0,105667000.0,0.2687938935740522,0.08509735080586861,1.0700839598719496
murE,8621500.0,9867600.0,8568900.0,9587000.0,9687200.0,10663000.0,9979066.666666666,9019333.333333334,-0.1458840876785247,0.1535036125526201,0.8138813993841434
Pden_4257,2962500.0,3328700.0,2877200.0,2465100.0,2301200.0,2661200.0,2475833.3333333335,3056133.3333333335,0.30379328747083834,0.028571479879863377,1.544067264447022
Pden_0786,13954000.0,16211000.0,17278000.0,17937000.0,18939000.0,17232000.0,18036000.0,15814333.333333334,-0.18964667598687918,0.11303524351884423,0.9467861257258535
hslU,17376000.0,18202000.0,18196000.0,17235000.0,16335000.0,17070000.0,16880000.0,17924666.666666668,0.08663138627296572,0.05514859592211311,1.2584655401782945
gpsA,2043400.0,1958100.0,1980800.0,1858500.0,1376700.0,1387600.0,1540933.3333333333,1994100.0,0.37193331302914207,0.04795804047487786,1.3191385701172518
leuA,10688000.0,10229000.0,10022000.0,9019500.0,8640800.0,9335300.0,8998533.333333334,10313000.0,0.19670228497566603,0.009477693930238418,2.023297320383908
rpsG,104140000.0,135450000.0,145860000.0,147700000.0,196270000.0,151940000.0,165303333.33333334,128483333.33333333,-0.3635345894920297,0.13884527501464355,0.8574688949557326
Pden_2665,8929600.0,6638800.0,6291600.0,0.0,0.0,0.0,0.0,7286666.666666667,,0.0009178648863927965,3.0372212440849586
glmS,21192000.0,24221000.0,28265000.0,29498000.0,26815000.0,30661000.0,28991333.333333332,24559333.333333332,-0.23935028648711032,0.13163240353271738,0.8806371886612869
Pden_4461,39618000.0,32664000.0,37934000.0,29434000.0,36199000.0,28725000.0,31452666.666666668,36738666.666666664,0.22411692957294477,0.17093885096860237,0.767159219644884
Pden_2407,5383200.0,5788400.0,4911500.0,4476400.0,4207800.0,4770800.0,4485000.0,5361033.333333333,0.2574031202386554,0.04368402885847274,1.359677314664238
Pden_3646,36465000.0,29012000.0,35538000.0,29649000.0,29054000.0,25076000.0,27926333.333333332,33671666.666666664,0.2699089695346301,0.10488866341122048,0.9792714487369253
Pden_2258,29053000.0,32256000.0,38352000.0,38510000.0,45573000.0,39741000.0,41274666.666666664,33220333.333333332,-0.3131900146139561,0.0822581648864165,1.0848209834798088
zwf,11962000.0,10890000.0,11099000.0,12500000.0,12945000.0,11483000.0,12309333.333333334,11317000.0,-0.12126106055256632,0.14164088444004208,0.8488113700653624
carB,24426000.0,26053000.0,25117000.0,25333000.0,26801000.0,27556000.0,26563333.333333332,25198666.666666668,-0.07608879781384968,0.16531750861209474,0.7816811482982202
Pden_2151,16301000.0,13708000.0,12360000.0,14756000.0,20091000.0,21943000.0,18930000.0,14123000.0,-0.4226278333811533,0.12073041302182788,0.9181833136326589
Pden_4142,0.0,0.0,6395500.0,6258000.0,8014000.0,7148000.0,7140000.0,2131833.3333333335,-1.7438294216039985,0.08427370089801861,1.0743079335227486
leuD,16910000.0,14915000.0,14538000.0,14475000.0,13603000.0,11977000.0,13351666.666666666,15454333.333333334,0.210991578369237,0.1127565508263631,0.9478582174757485
Pden_4745,10850000.0,12784000.0,11006000.0,12457000.0,13491000.0,13147000.0,13031666.666666666,11546666.666666666,-0.1745451778141941,0.09801503096779036,1.0087073185339623
ispG,7363100.0,7659400.0,8523000.0,8376800.0,8181800.0,8979100.0,8512566.666666666,7848500.0,-0.11717723826906816,0.19123481268292766,0.7184330452195784
Pden_0893,63018000.0,62033000.0,60310000.0,47562000.0,41531000.0,41054000.0,43382333.333333336,61787000.0,0.5101956757332966,0.001193686834865274,2.923109595927779
mltG,4970100.0,5998200.0,5747600.0,5777100.0,6659900.0,6378600.0,6271866.666666667,5571966.666666667,-0.1707082622999376,0.15859707776478063,0.7997048190507134
Pden_1770,35786000.0,44230000.0,39492000.0,43638000.0,48393000.0,46831000.0,46287333.333333336,39836000.0,-0.21654465846412654,0.08376280467470457,1.0769487893717749
Pden_1832,34097000.0,36210000.0,33736000.0,31052000.0,32366000.0,31617000.0,31678333.333333332,34681000.0,0.1306490641023864,0.025118515761611324,1.6000060263833316
Pden_1551,56612000.0,49667000.0,50835000.0,53920000.0,68833000.0,71184000.0,64645666.666666664,52371333.333333336,-0.30377633128466214,0.10245456849502997,0.98946867144584
Pden_2673,8114800.0,8295100.0,7400500.0,6206300.0,6959800.0,6456000.0,6540700.0,7936800.0,0.27911240700237455,0.01655067068078543,1.781184402669982
purD,15546000.0,15197000.0,15513000.0,16469000.0,15443000.0,16731000.0,16214333.333333334,15418666.666666666,-0.07259169412312415,0.12323975258610732,0.909249182235949
Pden_1847,60377000.0,61833000.0,64964000.0,53412000.0,52556000.0,52748000.0,52905333.333333336,62391333.333333336,0.23793247455659455,0.00233304980506765,2.632075989952422
Pden_0041,8227700.0,11719000.0,10599000.0,11229000.0,16538000.0,16009000.0,14592000.0,10181900.0,-0.519170833043777,0.08958328284157736,1.0477730265769925
Pden_1989,3281600.0,3765300.0,3265400.0,4486500.0,3817400.0,4147300.0,4150400.0,3437433.3333333335,-0.2719186509890976,0.04813458597827547,1.3175427593453066
Pden_1740,25885000.0,24018000.0,20137000.0,16139000.0,19153000.0,19977000.0,18423000.0,23346666.666666668,0.34170857413404115,0.07476888981029643,1.1262790678332142
Pden_2956,12681000.0,9616100.0,10344000.0,9298700.0,8892800.0,9477300.0,9222933.333333334,10880366.666666666,0.23842960132277355,0.15282363076054697,0.8158094866280089
Pden_4377,23660000.0,21114000.0,20470000.0,25796000.0,24930000.0,23600000.0,24775333.333333332,21748000.0,-0.1880217346620773,0.06008533631691127,1.2212315035992194
Pden_3794,4243300.0,3234300.0,3941000.0,3822500.0,2492500.0,1736900.0,2683966.6666666665,3806200.0,0.503984617034704,0.1737147788550872,0.7601632322023973
Pden_2776,14291000.0,15279000.0,15078000.0,16716000.0,16129000.0,17377000.0,16740666.666666666,14882666.666666666,-0.16972393096411761,0.016764027070944282,1.775621646528707
Pden_2386,4935700.0,4538200.0,4257200.0,4323800.0,3826500.0,4183200.0,4111166.6666666665,4577033.333333333,0.15486493881259564,0.1314883239409031,0.8811128104683157
Pden_2469,0.0,1907000.0,0.0,2461200.0,1508500.0,2172900.0,2047533.3333333333,635666.6666666666,-1.6875445958443405,0.11219028799332467,0.9500447371392764
Pden_3873,4402500.0,4727800.0,5142200.0,3360700.0,3747100.0,3894200.0,3667333.3333333335,4757500.0,0.37547225423721237,0.015003437140152287,1.8238092369440788
Pden_3689,10482000.0,11935000.0,11263000.0,11776000.0,12458000.0,12132000.0,12122000.0,11226666.666666666,-0.11069810997585276,0.12571363602898036,0.9006176122826168
Pden_0243,1004682.902793208,946657.6362086382,958619.7143405518,3823021.428382817,3673671.316312136,3506947.087584768,3667879.9440932404,969986.7511141327,-1.918909470841829,8.400453635496918e-06,5.075697260834121
Pden_3972,8695100.0,10340000.0,9248300.0,10385000.0,11047000.0,12474000.0,11302000.0,9427800.0,-0.2615850354021121,0.07492999492229811,1.1253442968322738
Pden_3934,48522000.0,43206000.0,43383000.0,39422000.0,41615000.0,42702000.0,41246333.333333336,45037000.0,0.12684485586603422,0.1298462189252827,0.8865706923480696
Pden_4546,0.0,6339400.0,0.0,10964000.0,11111000.0,10033000.0,10702666.666666666,2113133.3333333335,-2.3405145963545504,0.015944156684287746,1.797398446445852
hemH,14106000.0,11974000.0,12267000.0,11837000.0,11474000.0,9669300.0,10993433.333333334,12782333.333333334,0.21750919373508706,0.13152796790951368,0.88098188962826
truB,6991600.0,5023600.0,5168000.0,4642300.0,4563300.0,4004500.0,4403366.666666667,5727733.333333333,0.3793573445212682,0.11698791900276084,0.9318589842481433
purF,10529000.0,13972000.0,11583000.0,12673000.0,15805000.0,15216000.0,14564666.666666666,12028000.0,-0.27607591068165527,0.1442950544954218,0.8407485534675216
ychF,26638000.0,26818000.0,28688000.0,26839000.0,24973000.0,24824000.0,25545333.333333332,27381333.333333332,0.10013293915285781,0.11722668949955516,0.9309734993863275
nuoC,46281000.0,41272000.0,44436000.0,44040000.0,39086000.0,39485000.0,40870333.333333336,43996333.333333336,0.10632928430646466,0.22132907794444792,0.6549615252447656
Pden_0028,0.0,4288700.0,3360500.0,5536900.0,5816100.0,5839800.0,5730933.333333333,2549733.3333333335,-1.1684237446770305,0.07157890153867796,1.1452149706477637
Pden_4397,0.0,0.0,4983900.0,4940700.0,4346700.0,5271000.0,4852800.0,1661300.0,-1.546504782254074,0.13082156258211264,0.8833206677958882
Pden_1397,3460300.0,3534900.0,3855100.0,2789900.0,3149200.0,3088300.0,3009133.3333333335,3616766.6666666665,0.2653524932194292,0.020859716444825566,1.68069159942265
Pden_2708,0.0,0.0,2563600.0,2321100.0,2621200.0,2684700.0,2542333.3333333335,854533.3333333334,-1.572944524788233,0.1217880457641454,0.9143953382503938
Pden_4792,1423197.01750258,1481897.13126096,1497690.276685129,3202548.196237358,3316863.525112065,2775625.691987861,3098345.804445761,1467594.8084828898,-1.0780444651365622,0.000605560045457414,3.217842787090875
hemA,5464900.0,5149900.0,4353500.0,4074400.0,4104800.0,4193600.0,4124266.6666666665,4989433.333333333,0.27473835571594785,0.05999138469207044,1.2219111137720786
accD,27197000.0,27900000.0,28914000.0,26760000.0,26564000.0,27118000.0,26814000.0,28003666.666666668,0.06262928858515052,0.08572917879778211,1.066871336372413
Pden_3930,3407800.0,5798500.0,5435900.0,7830200.0,7240200.0,8169900.0,7746766.666666667,4880733.333333333,-0.6664963562830065,0.022373519054836123,1.650265701826504
Pden_4673,6013200.0,8480300.0,7110800.0,8810700.0,9699000.0,9530200.0,9346633.333333334,7201433.333333333,-0.37616271722264155,0.048393378222884066,1.3152140598019535
Pden_4482,19502000.0,15953000.0,14535000.0,14775000.0,13607000.0,14069000.0,14150333.333333334,16663333.333333334,0.2358409878945172,0.1726656974166104,0.7627939328574361
Pden_0436,0.0,3847500.0,0.0,3828100.0,3671700.0,3797700.0,3765833.3333333335,1282500.0,-1.5540103253427933,0.12509781107990442,0.9027502893812063
tuf1,815050000.0,920000000.0,989730000.0,1077400000.0,1117800000.0,1079300000.0,1091500000.0,908260000.0,-0.26513488032428734,0.0250325388649528,1.6014951008862885
Pden_4423,11143000.0,12719000.0,10125000.0,15360000.0,13693000.0,12765000.0,13939333.333333334,11329000.0,-0.2991410426314762,0.07130936866876439,1.1468534085232078
dxs,5566100.0,5419500.0,4981400.0,5800400.0,5716800.0,5418000.0,5645066.666666667,5322333.333333333,-0.08493175093940648,0.20005571084688473,0.6988490466149585
Pden_3470,2719300.0,2110700.0,1954200.0,1796000.0,2001100.0,1782800.0,1859966.6666666667,2261400.0,0.2819394344842696,0.1750345160937953,0.7568763017652667
Pden_5028,9538800.0,12409000.0,11685000.0,14492000.0,11932000.0,14265000.0,13563000.0,11210933.333333334,-0.27476993300837765,0.11888619546530743,0.9248685707917258
Pden_4474,32156000.0,36220000.0,37828000.0,36993000.0,41626000.0,39611000.0,39410000.0,35401333.333333336,-0.15475805139451063,0.1364785016656477,0.8649357540686478
lpxK,0.0,0.0,0.0,0.0,1421100.0,1481700.0,967600.0,0.0,-inf,0.1162898430559658,0.9344582156015427
Pden_1306,7768700.0,10613000.0,9233700.0,11104000.0,11040000.0,12298000.0,11480666.666666666,9205133.333333334,-0.31869589597782727,0.06819164363568724,1.1662688415496993
