Gene Name,HNOX_1,HNOX_2,HNOX_3,WT_1,WT_2,WT_3,WT_Mean,HNOX_Mean,Log2_FC,P_Value,MinusLog10_P
Pden_0427,0.0,5415700.0,5255600.0,4922400.0,6050900.0,6611400.0,5861566.666666667,3557100.0,-0.7205847833998459,0.280242863685559,0.5524654377925556
ndk,186570000.0,202770000.0,207400000.0,198250000.0,262120000.0,259000000.0,239790000.0,198913333.33333334,-0.26963151055559115,0.13307473598249234,0.8759043867855697
gatA,26625000.0,22215000.0,21726000.0,19590000.0,17799000.0,19504000.0,18964333.333333332,23522000.0,0.3107220766673441,0.05191494097355032,1.2847076354357243
Pden_2961,127400000.0,146000000.0,146790000.0,132440000.0,129130000.0,129380000.0,130316666.66666667,140063333.33333334,0.10405772019095802,0.20383889709862582,0.6907129391547745
rne,28746000.0,29966000.0,28431000.0,30985000.0,30091000.0,28289000.0,29788333.333333332,29047666.666666668,-0.036325126745865945,0.46622755434369045,0.33140206297805364
pdhA,15366291.7804356,20476618.21661969,19902919.56739602,31404051.81638206,30409235.88579509,27360346.98731548,29724544.896497544,18581943.188150436,-0.6777533434706899,0.0052999982152877574,2.2757242766427597
acpP,0.0,0.0,11050000.0,13547000.0,15453000.0,15619000.0,14873000.0,3683333.3333333335,-2.013611810679654,0.04035311609621114,1.3941229231194396
Pden_4463,35343000.0,38112000.0,39400000.0,41575000.0,41238000.0,37923000.0,40245333.333333336,37618333.333333336,-0.09738557234503864,0.1909029278493701,0.7191874108463833
Pden_0305,0.0,0.0,3234100.0,3325300.0,4306100.0,4258800.0,3963400.0,1078033.3333333333,-1.8783367887769085,0.06222302772430209,1.2060488602802724
Pden_4350,2747800.0,2153600.0,0.0,2929800.0,3616600.0,2926500.0,3157633.3333333335,1633800.0,-0.9506122659168726,0.15317007316785175,0.8148260801843705
Pden_0409,4733600.0,6429400.0,7297600.0,5495300.0,3541600.0,0.0,3012300.0,6153533.333333333,1.0305495803049203,0.15163034537092882,0.8192138758257581
Pden_2679,3000600.0,0.0,3076800.0,3367800.0,3684500.0,3433500.0,3495266.6666666665,2025800.0,-0.7869107792364834,0.22226652277429046,0.6531259447200468
rpsL,111410000.0,73216000.0,66629000.0,40904000.0,66904000.0,61482000.0,56430000.0,83751666.66666667,0.5696555509389094,0.16389846656665366,0.7854251096677928
Pden_1855,4353800.0,2658300.0,2652500.0,2659700.0,2245700.0,2773500.0,2559633.3333333335,3221533.3333333335,0.3318103630422034,0.3235667574148305,0.490036103292446
Pden_2004,23667000.0,21687000.0,22670000.0,17543000.0,21160000.0,19768000.0,19490333.333333332,22674666.666666668,0.21832257779965322,0.05656023286289719,1.247488811183167
def,0.0,2289200.0,0.0,3128200.0,4755400.0,2780500.0,3554700.0,763066.6666666666,-2.219846797012106,0.045929686634636376,1.3379065176413516
rpsM,194880000.0,259100000.0,271190000.0,269940000.0,303460000.0,257940000.0,277113333.3333333,241723333.33333334,-0.1971193860285526,0.26486407430942005,0.5769769446369541
leuC,18106000.0,18766000.0,17215000.0,16250000.0,16795000.0,16392000.0,16479000.0,18029000.0,0.12969068049710655,0.031616974216069876,1.5000796949396062
Pden_1719,3351600.0,2644500.0,2491700.0,3583100.0,4469400.0,3187800.0,3746766.6666666665,2829266.6666666665,-0.40521797393241116,0.11817488392296234,0.9274748156097042
Pden_1684,0.0,0.0,1634700.0,0.0,1755200.0,2707000.0,1487400.0,544900.0,-1.448729281231351,0.3827047590374213,0.4171361371723117
Pden_1391,68987000.0,42574000.0,47046000.0,43074000.0,40230000.0,41645000.0,41649666.666666664,52869000.0,0.344117089501987,0.24320461273984564,0.6140281922756858
Pden_2508,15579000.0,19155000.0,17818000.0,18624000.0,19652000.0,20271000.0,19515666.666666668,17517333.333333332,-0.1558495769912299,0.15683418382677042,0.8045592718218164
mnmA,2855700.0,4030100.0,4313900.0,4568500.0,5517700.0,4680300.0,4922166.666666667,3733233.3333333335,-0.3988678265793506,0.09143655291855725,1.0388801548422983
Pden_0707,13610000.0,11168000.0,11969000.0,11838000.0,11703000.0,10860000.0,11467000.0,12249000.0,0.09517597099087631,0.3734279609630273,0.4277931667369224
Pden_3957,4829400.0,6970000.0,8229800.0,7702800.0,9255100.0,7820600.0,8259500.0,6676400.0,-0.306984055996648,0.22726197562530226,0.6434732222492244
Pden_2000,0.0,20546000.0,17651000.0,16254000.0,23606000.0,23108000.0,20989333.333333332,12732333.333333334,-0.7211595118069755,0.2941701504363206,0.5314013974088856
glcB,20237000.0,15794000.0,16546000.0,13762000.0,13675000.0,14732000.0,14056333.333333334,17525666.666666668,0.3182490155180602,0.07019087390537913,1.1537193504083996
rnr,2342800.0,3094400.0,2557800.0,2963800.0,3031100.0,3269700.0,3088200.0,2665000.0,-0.21263065539379014,0.15523319034058114,0.8090154168362665
Pden_2333,7112800.0,7089300.0,6446100.0,6717300.0,10790000.0,13463000.0,10323433.333333334,6882733.333333333,-0.5848693373704806,0.15618501285740083,0.8063606423255969
ccmG,0.0,0.0,0.0,3576200.0,4616500.0,4312000.0,4168233.3333333335,0.0,-inf,0.0001742941068430854,3.758717296818846
rpsC,180170000.0,154980000.0,163720000.0,170100000.0,187410000.0,181390000.0,179633333.33333334,166290000.0,-0.11135367254782216,0.2106427403531539,0.6764535039185485
Pden_4701,12801000.0,10443000.0,9580500.0,10300000.0,8641600.0,9335200.0,9425600.0,10941500.0,0.21515417145102905,0.23165065563269588,0.6351664662907028
Pden_2603,19290000.0,18581000.0,16429000.0,16476000.0,16728000.0,16848000.0,16684000.0,18100000.0,0.11752447996870442,0.1778237813760144,0.7500101588341658
Pden_4190,17654000.0,15453000.0,12529000.0,13984000.0,21464000.0,19545000.0,18331000.0,15212000.0,-0.2690756464168935,0.3107061910919029,0.5076500929623983
Pden_4322,6167600.0,8419400.0,9033500.0,9314700.0,9803100.0,8576100.0,9231300.0,7873500.0,-0.22952873177756714,0.22265761722365587,0.6523624428565203
cpoB,4494200.0,4868700.0,4003000.0,4083700.0,5441200.0,5593900.0,5039600.0,4455300.0,-0.17778664991743118,0.3412846004260935,0.4668833076805088
Pden_3980,13200000.0,9351500.0,8035000.0,7600500.0,7895600.0,7176200.0,7557433.333333333,10195500.0,0.4319642761259672,0.1668401977902873,0.7776993039665836
Pden_2214,34060000.0,42150000.0,40422000.0,33255000.0,31187000.0,30472000.0,31638000.0,38877333.333333336,0.2972708627214901,0.04945905062996479,1.3057542242085403
Pden_1897,3321800.0,3807100.0,3308100.0,3168300.0,4501800.0,3812500.0,3827533.3333333335,3479000.0,-0.13774226300639592,0.45181794327629304,0.34503652571503113
Pden_0054,0.0,0.0,1542800.0,1945600.0,1793400.0,1927700.0,1888900.0,514266.6666666667,-1.8769577758663276,0.056307206873822804,1.249436015357837
Pden_1717,16719000.0,18717000.0,18883000.0,16666000.0,25460000.0,25100000.0,22408666.666666668,18106333.333333332,-0.307562390479731,0.2192628390692083,0.6590349668392055
Pden_0616,4489800.0,5380200.0,6128100.0,0.0,0.0,4319900.0,1439966.6666666667,5332700.0,1.8888307535072875,0.06210632240845054,1.2068641865007557
Pden_2026,122410000.0,102180000.0,108830000.0,125040000.0,114080000.0,128350000.0,122490000.0,111140000.0,-0.1402858279958183,0.19745359526766668,0.7045349541498054
Pden_2410,5273100.0,5829900.0,5987900.0,3933800.0,4855500.0,4758100.0,4515800.0,5696966.666666667,0.3352123728378192,0.03151516521022551,1.5014804118542087
rpsJ,129990000.0,137190000.0,136700000.0,138620000.0,158690000.0,150000000.0,149103333.33333334,134626666.66666666,-0.14734830534932003,0.08173551617366502,1.0875891903881443
Pden_2002,3013000.0,6548400.0,5462600.0,5222700.0,6662500.0,6889800.0,6258333.333333333,5008000.0,-0.321543939635222,0.34492347596816586,0.46227724594439656
Pden_2554,4701900.0,5795200.0,5757600.0,7722500.0,6815900.0,6096600.0,6878333.333333333,5418233.333333333,-0.3442365087397021,0.0690076042651969,1.161103049720006
Pden_0954,230270000.0,267280000.0,267320000.0,286120000.0,368020000.0,320510000.0,324883333.3333333,254956666.66666666,-0.349669672248933,0.0592276076167869,1.2274758094798048
rpmI,50631000.0,56527000.0,0.0,0.0,36297000.0,0.0,12099000.0,35719333.333333336,1.5618173426310107,0.33636822722316573,0.47318503366287784
Pden_2763,202790000.0,181140000.0,202250000.0,162480000.0,242950000.0,272140000.0,225856666.66666666,195393333.33333334,-0.20902625426025973,0.4153060641991506,0.38163172738036927
Pden_4224,0.0,4454300.0,5769000.0,3840300.0,0.0,0.0,1280100.0,3407766.6666666665,1.4125700397404415,0.3813080548440776,0.4187240204871815
Pden_2327,0.0,0.0,2747700.0,3385600.0,3081700.0,2959200.0,3142166.6666666665,915900.0,-1.778497710650319,0.07373498635481418,1.1323263957841925
Pden_0488,8927100.0,9548500.0,9153600.0,8629900.0,8261800.0,8320500.0,8404066.666666666,9209733.333333334,0.13207177739204234,0.019838236200538904,1.7024969431911487
Pden_2912,2243900.0,3333600.0,2588500.0,2573600.0,3152200.0,3517700.0,3081166.6666666665,2722000.0,-0.1788096559995461,0.44368071388846414,0.3529294489797656
Pden_1392,52173000.0,39622000.0,43185000.0,37789000.0,40229000.0,43400000.0,40472666.666666664,44993333.333333336,0.15276334445166656,0.32918693367260654,0.48255741145036646
Pden_0255,13069000.0,16268000.0,15394000.0,15344000.0,18246000.0,17269000.0,16953000.0,14910333.333333334,-0.1852280843513876,0.1857211881788456,0.7311385465336178
,7593800.0,7587100.0,9751000.0,10572000.0,10964000.0,9672900.0,10402966.666666666,8310633.333333333,-0.32396467707988114,0.062220516146610616,1.2060663905481914
cysC,25217000.0,24114000.0,26196000.0,25288000.0,27203000.0,24846000.0,25779000.0,25175666.666666668,-0.03416631865757299,0.5561806373480165,0.2547841345644252
Pden_2393,30587000.0,24824000.0,23979000.0,23775000.0,22854000.0,23196000.0,23275000.0,26463333.333333332,0.18521362779268907,0.20243938138258183,0.6937049984850718
Pden_4808,0.0,7451500.0,0.0,12018000.0,8051500.0,7903200.0,9324233.333333334,2483833.3333333335,-1.9084167363678883,0.07271088554131815,1.1384005660786483
Pden_0849,0.0,0.0,4273200.0,0.0,5084200.0,4997100.0,3360433.3333333335,1424400.0,-1.238292942053849,0.4291010150814831,0.3674404580989633
Pden_2904,39646000.0,49013000.0,46948000.0,51006000.0,46197000.0,55373000.0,50858666.666666664,45202333.333333336,-0.17009639406561144,0.21914758211480867,0.6592633166138973
fumC,46670000.0,45391000.0,44089000.0,42689000.0,38856000.0,44615000.0,42053333.333333336,45383333.333333336,0.10994241714064806,0.14612662743116894,0.8352706390092955
Pden_1245,37567000.0,27090000.0,25197000.0,24076000.0,26148000.0,24950000.0,25058000.0,29951333.333333332,0.2573489576128004,0.27720723166066996,0.5571954442284943
Pden_3530,0.0,2368100.0,0.0,2340200.0,3081100.0,2902800.0,2774700.0,789366.6666666666,-1.8135642924190514,0.07275086933853997,1.1381618126970374
Pden_4715,48354000.0,56300000.0,51919000.0,49529000.0,67869000.0,68509000.0,61969000.0,52191000.0,-0.24774564275679853,0.2144788279788493,0.6686155722241192
Pden_3984,44874000.0,41692000.0,43768000.0,48030000.0,43918000.0,43957000.0,45301666.666666664,43444666.666666664,-0.06038504810975866,0.3240148066772131,0.4894351431536388
Pden_3898,2411800.0,0.0,1998600.0,2355000.0,2348300.0,2243900.0,2315733.3333333335,1470133.3333333333,-0.6555221245240331,0.3200747724271278,0.49474855462016076
Pden_1382,18132000.0,17522000.0,17732000.0,15615000.0,15233000.0,18562000.0,16470000.0,17795333.333333332,0.11165840188250097,0.28200892920493414,0.5497371404641946
Pden_4791,0.0,12934000.0,14093000.0,17630000.0,15806000.0,10843000.0,14759666.666666666,9009000.0,-0.7122212591127286,0.3100394645766279,0.5085830217883208
Pden_1670,0.0,0.0,3145900.0,0.0,3647900.0,3933000.0,2526966.6666666665,1048633.3333333333,-1.2688963225231216,0.41937476150933023,0.37739770946210127
Pden_0857,41679000.0,54822000.0,50563000.0,52695000.0,62012000.0,57795000.0,57500666.666666664,49021333.333333336,-0.23016895819679745,0.14660748839526985,0.8338438463000362
Pden_2299,0.0,10541000.0,10018000.0,9712200.0,11994000.0,11206000.0,10970733.333333334,6853000.0,-0.6788523731007761,0.3039687650679633,0.517171040916115
Pden_0088,0.0,10983000.0,10839000.0,11981000.0,12585000.0,12932000.0,12499333.333333334,7274000.0,-0.7810303181937749,0.2252898941120172,0.6472582891009446
Pden_1940,5860700.0,5956700.0,4803400.0,6624200.0,5898200.0,5826800.0,6116400.0,5540266.666666667,-0.1427273406692816,0.26853777312500904,0.5709946168324201
Pden_1676,0.0,2789200.0,2733900.0,2335000.0,3145300.0,2690500.0,2723600.0,1841033.3333333333,-0.5649990902675567,0.40548907421143937,0.39202084323730907
Pden_4075,6875500.0,6032000.0,6020000.0,6972300.0,5215200.0,5172000.0,5786500.0,6309166.666666667,0.12475847330340667,0.47095328380070967,0.3270221705649403
atpF,44651000.0,40131000.0,44407000.0,41779000.0,46171000.0,44969000.0,44306333.333333336,43063000.0,-0.041064109512415514,0.561760557040917,0.25044875723276044
iolG,7814100.0,9060200.0,9510900.0,10224000.0,10242000.0,9843700.0,10103233.333333334,8795066.666666666,-0.20005065344398418,0.06694890412632001,1.174256527476278
Pden_0399,8602200.0,10057000.0,9489300.0,10536000.0,10626000.0,10432000.0,10531333.333333334,9382833.333333334,-0.16659255809956458,0.054682366281957405,1.2621527003777842
Pden_2955,45368000.0,35801000.0,36169000.0,34272000.0,35523000.0,32265000.0,34020000.0,39112666.666666664,0.2012527600816758,0.19439051427984969,0.7113249312638027
prmA,7814000.0,12157000.0,11432000.0,11647000.0,12953000.0,11496000.0,12032000.0,10467666.666666666,-0.20093658321078034,0.3326429352694867,0.4780216957443382
Pden_2325,19857000.0,14994000.0,17711000.0,32664000.0,17925000.0,26336000.0,25641666.666666668,17520666.666666668,-0.5494323668714447,0.14509580890379367,0.8383451319884744
queC,0.0,0.0,3949000.0,4474800.0,5651600.0,4998100.0,5041500.0,1316333.3333333333,-1.9373281762899657,0.05191475937970491,1.2847091545618459
Pden_0035,0.0,0.0,5142900.0,6722700.0,7171100.0,5251500.0,6381766.666666667,1714300.0,-1.8963362599743,0.06138174566996886,1.211960764583667
Pden_2705,0.0,6114700.0,12573000.0,14351000.0,10154000.0,10750000.0,11751666.666666666,6229233.333333333,-0.9157388611513467,0.225706564568892,0.6464558094885379
Pden_1303,12174000.0,10535000.0,9483600.0,9641000.0,8704600.0,9939300.0,9428300.0,10730866.666666666,0.1866970287954779,0.2072779160791703,0.683446966289438
Pden_3618,10392000.0,9980600.0,8611400.0,9431300.0,8141700.0,8786400.0,8786466.666666666,9661333.333333334,0.13693917921023205,0.25224430633571737,0.5981786278854493
Pden_4062,0.0,7343300.0,5357100.0,7429200.0,7450900.0,7106600.0,7328900.0,4233466.666666667,-0.7917571497839707,0.23143620038537185,0.6355687093514838
Pden_5025,12836000.0,0.0,0.0,13951000.0,18044000.0,18814000.0,16936333.333333332,4278666.666666667,-1.9848883752045265,0.04931857945403899,1.3069894410819225
Pden_2832,14912000.0,14246000.0,11915000.0,15726000.0,13993000.0,15732000.0,15150333.333333334,13691000.0,-0.1461217099377282,0.246963045718871,0.6073680274733914
Pden_4129,4828500.0,4181000.0,5406400.0,6954100.0,5571600.0,4974000.0,5833233.333333333,4805300.0,-0.2796692812972587,0.20780112663844647,0.6823521021516326
glgA,0.0,3216900.0,2967600.0,0.0,0.0,3039100.0,1013033.3333333334,2061500.0,1.0250128151782374,0.5088285420588202,0.29342853550629683
Pden_5098,0.0,0.0,0.0,0.0,0.0,1679500.0,559833.3333333334,0.0,-inf,0.3739009663000589,0.4272434124648198
Pden_1268,0.0,0.0,2176600.0,0.0,0.0,0.0,0.0,725533.3333333334,,0.3739009663000589,0.4272434124648198
Pden_4174,0.0,0.0,0.0,1676600.0,1658800.0,0.0,1111800.0,0.0,-inf,0.11612785135525122,0.9350636093802288
Pden_2134,0.0,2582300.0,0.0,0.0,0.0,0.0,0.0,860766.6666666666,,0.373900966300059,0.42724341246481967
Pden_4200,0.0,0.0,0.0,1471700.0,1436200.0,0.0,969300.0,0.0,-inf,0.11617579980796607,0.9348843289546195
Pden_1842,0.0,0.0,0.0,1035500.0,0.0,1063500.0,699666.6666666666,0.0,-inf,0.11618729686248536,0.9348413521875554
Pden_4867,8201100.0,8442700.0,0.0,0.0,0.0,0.0,0.0,5547933.333333333,,0.11620032700290002,0.9347926497825623
Pden_2378,0.0,0.0,0.0,2381800.0,0.0,2452500.0,1611433.3333333333,0.0,-inf,0.11620158722630866,0.9347879397690999
Pden_4810,0.0,0.0,0.0,4591400.0,0.0,4743300.0,3111566.6666666665,0.0,-inf,0.11622183584280894,0.9347122687173757
Pden_2779,0.0,0.0,0.0,2654400.0,0.0,0.0,884800.0,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_3108,0.0,0.0,0.0,1730200.0,0.0,1661200.0,1130466.6666666667,0.0,-inf,0.11628114261712848,0.9344907093588187
Pden_2146,0.0,0.0,0.0,4522100.0,0.0,4324300.0,2948800.0,0.0,-inf,0.11631533683747285,0.9343630173030288
glnD,0.0,0.0,0.0,0.0,1135500.0,1188600.0,774700.0,0.0,-inf,0.11632411133825564,0.9343302565885145
Pden_4559,0.0,0.0,0.0,1307700.0,0.0,1372000.0,893233.3333333334,0.0,-inf,0.1163454854453901,0.9342504639818436
Pden_2412,0.0,0.0,0.0,1185100.0,0.0,0.0,395033.3333333333,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_4923,0.0,0.0,0.0,2188600.0,0.0,2297200.0,1495266.6666666667,0.0,-inf,0.11634959644461618,0.9342351187131368
Pden_3535,0.0,0.0,0.0,4492400.0,0.0,0.0,1497466.6666666667,0.0,-inf,0.3739009663000589,0.4272434124648198
Pden_0797,0.0,0.0,0.0,0.0,0.0,21228000.0,7076000.0,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_3937,0.0,3255700.0,3074300.0,0.0,0.0,0.0,0.0,2110000.0,,0.11644306681149508,0.9338863648806865
dtd,0.0,0.0,0.0,0.0,0.0,2658900.0,886300.0,0.0,-inf,0.373900966300059,0.42724341246481967
cobB,0.0,0.0,0.0,0.0,0.0,1038800.0,346266.6666666667,0.0,-inf,0.3739009663000589,0.4272434124648198
Pden_5060,0.0,0.0,16376000.0,0.0,0.0,0.0,0.0,5458666.666666667,,0.3739009663000589,0.4272434124648198
uvrC,0.0,0.0,0.0,0.0,1395500.0,0.0,465166.6666666667,0.0,-inf,0.3739009663000589,0.4272434124648198
ccmA,0.0,0.0,0.0,1443000.0,1561900.0,0.0,1001633.3333333334,0.0,-inf,0.11673890352204674,0.9327843901466484
Pden_2709,0.0,2451000.0,0.0,0.0,0.0,0.0,0.0,817000.0,,0.373900966300059,0.42724341246481967
Pden_3685,0.0,0.0,0.0,0.0,0.0,95230000.0,31743333.333333332,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_4716,0.0,0.0,0.0,1806800.0,1971800.0,0.0,1259533.3333333333,0.0,-inf,0.11687440655552583,0.9322805812985896
Pden_2315,0.0,0.0,0.0,0.0,0.0,1236500.0,412166.6666666667,0.0,-inf,0.3739009663000589,0.4272434124648198
hisI,0.0,0.0,0.0,7325600.0,8143100.0,0.0,5156233.333333333,0.0,-inf,0.11722625713126182,0.9309751012016738
Pden_2691,2339600.0,0.0,2616000.0,0.0,0.0,0.0,0.0,1651866.6666666667,,0.11735242039145496,0.9305079486575253
Pden_0941,0.0,0.0,0.0,2660800.0,0.0,2981300.0,1880700.0,0.0,-inf,0.11739842338645776,0.9303377354492152
Pden_2605,0.0,0.0,0.0,0.0,0.0,998740.0,332913.3333333333,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_4677,0.0,0.0,0.0,0.0,4673200.0,0.0,1557733.3333333333,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_1896,0.0,0.0,0.0,0.0,0.0,4655200.0,1551733.3333333333,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_1614,0.0,2204600.0,2487300.0,0.0,0.0,0.0,0.0,1563966.6666666667,,0.11755853046123237,0.929745851457597
Pden_0059,0.0,0.0,1852200.0,0.0,0.0,0.0,0.0,617400.0,,0.373900966300059,0.42724341246481967
Pden_2715,0.0,0.0,0.0,0.0,0.0,17224000.0,5741333.333333333,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_2622,0.0,3984300.0,3433000.0,0.0,0.0,0.0,0.0,2472433.3333333335,,0.11830925319368081,0.9269812870390195
Pden_2762,5287800.0,0.0,4502600.0,0.0,0.0,0.0,0.0,3263466.6666666665,,0.11866869698871557,0.9256638262682545
Pden_4824,0.0,0.0,0.0,0.0,0.0,594950.0,198316.66666666666,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_1864,0.0,0.0,0.0,0.0,1804500.0,1530500.0,1111666.6666666667,0.0,-inf,0.1187945027585969,0.9252036559612683
Pden_0653,0.0,0.0,0.0,0.0,0.0,3122100.0,1040700.0,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_0724,0.0,0.0,0.0,2251000.0,0.0,1897800.0,1382933.3333333333,0.0,-inf,0.11899134934592875,0.9244846106065354
ubiE,7101600.0,7176600.0,7576100.0,7466300.0,7012700.0,6452400.0,6977133.333333333,7284766.666666667,0.0622483591876595,0.40156402871181157,0.3962451973362584
Pden_3894,0.0,0.0,0.0,0.0,790620.0,950860.0,580493.3333333334,0.0,-inf,0.11947325965508868,0.9227292870486126
Pden_2569,0.0,0.0,0.0,1371800.0,0.0,0.0,457266.6666666667,0.0,-inf,0.3739009663000589,0.4272434124648198
Pden_4484,0.0,0.0,0.0,0.0,1654400.0,0.0,551466.6666666666,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_3965,0.0,0.0,0.0,0.0,1661300.0,2033200.0,1231500.0,0.0,-inf,0.12013142561595319,0.9203433690639384
rplC,173110000.0,223810000.0,248880000.0,232440000.0,297250000.0,274750000.0,268146666.66666666,215266666.66666666,-0.3168973790887847,0.14526954791213123,0.8378254150191748
Pden_4797,0.0,0.0,0.0,0.0,0.0,1569100.0,523033.3333333333,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_3637,5448400.0,7643900.0,6566600.0,7386700.0,7117600.0,6822700.0,7109000.0,6552966.666666667,-0.11749844176796007,0.44337509925614704,0.35322870129667494
Pden_3706,0.0,0.0,0.0,0.0,2818400.0,3553900.0,2124100.0,0.0,-inf,0.12138846899275042,0.9158225660669083
Pden_1394,0.0,0.0,0.0,519180.0,0.0,0.0,173060.0,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_0939,39416000.0,46747000.0,50240000.0,50492000.0,47372000.0,49539000.0,49134333.333333336,45467666.666666664,-0.11189051214869529,0.3314181220503809,0.47962374790430484
obg,7666400.0,11416000.0,12712000.0,12755000.0,13026000.0,13623000.0,13134666.666666666,10598133.333333334,-0.3095694051159909,0.17365806268958167,0.7603050482282163
Pden_1561,0.0,1025900.0,0.0,0.0,0.0,0.0,0.0,341966.6666666667,,0.3739009663000589,0.4272434124648198
amn,0.0,0.0,0.0,1932600.0,0.0,0.0,644200.0,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_0230,3811600.0,0.0,0.0,0.0,0.0,0.0,0.0,1270533.3333333333,,0.373900966300059,0.42724341246481967
Pden_1828,30824000.0,30345000.0,28393000.0,29664000.0,27173000.0,27212000.0,28016333.333333332,29854000.0,0.09165609059239187,0.17308245138579903,0.7617469624692326
Pden_4082,0.0,0.0,0.0,0.0,0.0,882150.0,294050.0,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_3872,37473371.73291112,37855907.75202788,36355713.5445199,39310125.77639812,40375674.2381135,42181073.30351152,40622291.10600772,37228331.009819634,-0.1258706703297531,0.023409485983314004,1.6306081222735238
glyQ,9182200.0,18155000.0,17861000.0,17670000.0,20600000.0,18562000.0,18944000.0,15066066.666666666,-0.3304381677615693,0.27490468995068895,0.5608178509083317
Pden_1246,0.0,3249500.0,3025900.0,3040300.0,3095400.0,3386400.0,3174033.3333333335,2091800.0,-0.6015723592348345,0.36230008844339806,0.4409315599470391
Pden_2551,152870000.0,182800000.0,186610000.0,202910000.0,185160000.0,195760000.0,194610000.0,174093333.33333334,-0.16072488664146112,0.15840727219855827,0.8002248845949558
Pden_0306,0.0,0.0,0.0,2138700.0,0.0,0.0,712900.0,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_4220,0.0,1335800.0,1866300.0,0.0,0.0,0.0,0.0,1067366.6666666667,,0.12691782403723878,0.8964773823384147
Pden_4932,526023.0804328201,563896.9545605192,615160.7355008291,1370993.210157196,1642709.567259496,1548933.635141175,1520878.8041859558,568360.2568313895,-1.4200276108344785,0.00034104835321917536,3.4671840431554153
Pden_1396,0.0,0.0,3152800.0,0.0,0.0,0.0,0.0,1050933.3333333333,,0.373900966300059,0.42724341246481967
folD1,8323000.0,7978200.0,8421800.0,8500200.0,6597700.0,7686000.0,7594633.333333333,8241000.0,0.11783909761904135,0.318121773628795,0.4974066048844039
Pden_4392,21550000.0,27022000.0,25108000.0,21784000.0,23533000.0,24107000.0,23141333.333333332,24560000.0,0.08583857016195563,0.4627507768988661,0.33465284345002894
Pden_1856,8482000.0,10640000.0,13073000.0,0.0,10311000.0,9673900.0,6661633.333333333,10731666.666666666,0.6879262961251496,0.320232079943795,0.4945351638448724
Pden_5127,31471000.0,0.0,0.0,0.0,0.0,0.0,0.0,10490333.333333334,,0.3739009663000589,0.4272434124648198
Pden_0046,0.0,0.0,0.0,4024200.0,0.0,0.0,1341400.0,0.0,-inf,0.373900966300059,0.42724341246481967
Pden_3573,3706000.0,3407500.0,4279700.0,4007600.0,0.0,0.0,1335866.6666666667,3797733.3333333335,1.5073625877749364,0.14455034111114826,0.8399808791402302
Pden_0863,0.0,3079400.0,3339100.0,3872800.0,4366500.0,3031300.0,3756866.6666666665,2139500.0,-0.8122562358598533,0.22931121623639394,0.6395747022240905
Pden_2745,0.0,0.0,0.0,2839400.0,4391700.0,0.0,2410366.6666666665,0.0,-inf,0.1341139959826545,0.8725258973097855
Pden_4301,63337000.0,59493000.0,58669000.0,54116000.0,55885000.0,53954000.0,54651666.666666664,60499666.666666664,0.14666170038710435,0.020210781251302976,1.6944168984306605
Pden_0719,13460000.0,10319000.0,15760000.0,14883000.0,15592000.0,15017000.0,15164000.0,13179666.666666666,-0.20233647871288016,0.280573246083141,0.5519537432592241
Pden_2609,0.0,0.0,3799300.0,0.0,0.0,0.0,0.0,1266433.3333333333,,0.373900966300059,0.42724341246481967
Pden_1559,26938000.0,22248000.0,24203000.0,24275000.0,27419000.0,27723000.0,26472333.333333332,24463000.0,-0.1138840245095438,0.3150370567301233,0.5016383586330687
rpsQ,85831000.0,98031000.0,94649000.0,90056000.0,89731000.0,121470000.0,100419000.0,92837000.0,-0.11326045514844614,0.5333498099783128,0.27298785530349295
surE,0.0,0.0,0.0,11994000.0,7417700.0,0.0,6470566.666666667,0.0,-inf,0.13773596293325044,0.8609526504163774
Pden_3705,16745000.0,16833000.0,17236000.0,13149000.0,24068000.0,24462000.0,20559666.666666668,16938000.0,-0.27955333972336127,0.38426341779811596,0.4153709587691651
Pden_2532,0.0,2079100.0,2125100.0,2071200.0,2001100.0,2198900.0,2090400.0,1401400.0,-0.576910228426423,0.38266657261087345,0.41717947340313544
Pden_1882,9750900.0,12789000.0,12349000.0,12816000.0,12396000.0,14583000.0,13265000.0,11629633.333333334,-0.18981906426886638,0.23167992613747906,0.6351115939415555
hisA,20038000.0,15684000.0,14296000.0,14576000.0,14488000.0,15738000.0,14934000.0,16672666.666666666,0.1588842347639756,0.38301996536975813,0.41677858732662
